:ID;pageCount:string;title:string;volumeNo:int;publishedYear:int
13093;2974-2985;FOCS: Fast Overlapped Community Search.;27;2015
13094;1310-1328;SAP: Improving Continuous Top-K Queries Over Streaming Data.;29;2017
13095;2360-2373;Wellness Representation of Users in Social Media: Towards Joint Modelling of Heterogeneity and Temporality.;29;2017
13096;665-677;Holistic Top-k Simple Shortest Path Join in Graphs.;24;2012
13097;462-496;A Survey of Languages for Specifying Dynamics: A Knowledge Engineering Perspective.;13;2001
13098;226-243;A Database Perspective on Geospatial Data Modeling.;14;2002
13099;51-63;Data Leakage Detection.;23;2011
13100;1549-1562;Searching Trajectories by Regions of Interest.;29;2017
13101;435-443;Minimal State Space Search in Parallel Production Systems.;3;1991
13103;2969-2982;Discovery of Temporal Associations in Multivariate Time Series.;26;2014
13104;207-218;Introducing Time into RDF.;19;2007
13105;713-722;An Efficient Indefiniteness Inference Scheme in Indefinite Deductive Databases.;6;1994
13106;448-467;A Hybrid Representation of Vague Collections for Distributed Object Management Systems.;12;2000
13107;3339-3352;Near-Optimal Algorithms for Controlling Propagation at Group Scale on Networks.;28;2016
13108;1282-1295;Leveraging Conceptualization for Short-Text Embedding.;30;2018
13109;443-453;KDA: A Knowledge-Base Database Assistant with a Query Guiding Facility.;4;1992
13110;426-437;Probabilistic Sequence Translation-Alignment Model for Time-Series Classification.;26;2014
13111;545-557;Real-Time Semiparametric Regression for Distributed Data Sets.;27;2015
13112;2402-2416;An Ensemble Approach to Link Prediction.;29;2017
13113;1591-1604;App Miscategorization Detection: A Case Study on Google Play.;29;2017
13114;211-226;Advances in Feedforward Neural Networks: Demystifying Knowledge Acquiring Black Boxes.;8;1996
13115;2041-2056;Discovering the k Representative Skyline Over a Sliding Window.;28;2016
13116;713-726;Mining Discriminative Patterns for Classifying Trajectories on Road Networks.;23;2011
13117;641-655;Domains and Active Domains: What This Distinction Implies for the Estimation of Projection Sizes in Relational Databases.;7;1995
13118;3016-3028;Multi-View Concept Learning for Data Representation.;27;2015
13119;659-674;DiploCloud: Efficient and Scalable Management of RDF Data in the Cloud.;28;2016
13120;106-119;Knowledge Processing in Control Systems.;8;1996
13121;911-923;Simultaneous Pattern and Data Clustering for Pattern Cluster Analysis.;20;2008
13122;1664-1677;Entropy Optimized Feature-Based Bag-of-Words Representation for Information Retrieval.;28;2016
13123;17-31;Platform-Independent Robust Query Processing.;31;2019
13124;348-364;Beyond Redundancies: A Metric-Invariant Method for Unsupervised Feature Selection.;22;2010
13125;206-219;k-Anonymization with Minimal Loss of Information.;21;2009
13126;1041-1055;Superseding Nearest Neighbor Search on Uncertain Spatial Databases.;22;2010
13127;209-221;Efficient Data Mining for Path Traversal Patterns.;10;1998
13128;1081-1094;Multi-Label Learning with Global and Local Label Correlation.;30;2018
13129;186-192;Database Management with Sequence Trees and Tokens.;9;1997
13130;2470-2483;User Satisfaction Prediction with Mouse Movement Information in Heterogeneous Search Environment.;29;2017
13131;1205-1218;Efficient Reverse Top-k Boolean Spatial Keyword Queries on Road Networks.;27;2015
13132;979-997;Performance Analysis of Parallel Query Processing Algorithms for Object-Oriented Databases.;12;2000
13133;433-445;Scaling Up Markov Logic Probabilistic Inference for Social Graphs.;29;2017
13134;97-111;An Enhanced Concurrency Control Scheme for Multidimensional Index Structures.;16;2004
13135;824-844;E-DEVICE: An Extensible Active Knowledge Base System with Multiple Rule Type Support.;12;2000
13136;378-390;Reliability Estimation During Prototyping of Knowledge-Based Systems.;7;1995
13137;1678-1688;Learning Users' Interests by Quality Classification in Market-Based Recommender Systems.;17;2005
13138;1234-1246;Scalable Probabilistic Similarity Ranking in Uncertain Databases.;22;2010
13139;605-618;Cluster-Oriented Ensemble Classifier: Impact of Multicluster Characterization on Ensemble Classifier Learning.;24;2012
13140;967-987;Automatic Composition Techniques for Video Production.;10;1998
13141;776-789;Efficient Service Skyline Computation for Composite Service Selection.;25;2013
13142;2522-2536;SimRank on Uncertain Graphs.;29;2017
13143;14-25;Rough-Fuzzy MLP: Modular Evolution, Rule Generation, and Evaluation.;15;2003
13144;354-374;TEMPOS: A Platform for Developing Temporal Applications on Top of Object DBMS.;16;2004
13145;162-167;A Multilayered Self-Organizing Artificial Neural Network for Invariant Pattern Recognition.;4;1992
13146;772-788;Adaptive Index Utilization in Memory-Resident Structural Joins.;19;2007
13147;311-325;Top-k Preferences in High Dimensions.;28;2016
13148;2245-2260;Query Analytics over Probabilistic Databases with Unmerged Duplicates.;27;2015
13149;1992-2004;Precision-Bounded Access Control Using Sliding-Window Query Views for Privacy-Preserving Data Streams.;27;2015
13150;387-397;Optimizing Vote and Quorum Assignments for Reading and Writing Replicated Data.;1;1989
13151;2452-2466;Prefix-Adaptive and Time-Sensitive Personalized Query Auto Completion.;28;2016
13152;2644-2657;Toward Efficient Filter Privacy-Aware Content-Based Pub/Sub Systems.;25;2013
13153;572-586;A Graph-Oriented Object Database Model.;6;1994
13154;315-328;Engineering Methods for Differentially Private Histograms: Efficiency Beyond Utility.;31;2019
13155;992-998;Knowledge Discovery by Inductive Neural Networks.;11;1999
13156;1077-1092;Towards an Effective XML Keyword Search.;22;2010
13157;163-176;Data Partition and Parallel Evaluation of Datalog Programs.;7;1995
13158;289-299;Using Incremental PLSI for Threshold-Resilient Online Event Analysis.;20;2008
13159;813-827;Extracting Kernel Dataset from Big Sensory Data in Wireless Sensor Networks.;29;2017
13160;2120-2133;Dual Sentiment Analysis: Considering Two Sides of One Review.;27;2015
13161;1411-1423;Sparsity Learning Formulations for Mining Time-Varying Data.;27;2015
13162;123-139;Finite Satisfiability of Integrity Constraints in Object-Oriented Database Schemas.;14;2002
13163;19-32;Efficient Cost Models for Spatial Queries Using R-Trees.;12;2000
13164;150-162;An Extended Petri Net Model for Normal Logic Programs.;7;1995
13166;1902-1915;Large-Scale Location Prediction for Web Pages.;29;2017
13167;762-774;ADMS: A Testbed for Incremental Access Methods.;5;1993
13169;2655-2668;Associated Activation-Driven Enrichment: Understanding Implicit Information from a Cognitive Perspective.;29;2017
13170;2206-2216;Clustering Based on Enhanced (α)-Expansion Move.;25;2013
13171;1191-1199;Multimodal Fusion for Video Search Reranking.;22;2010
13172;209-219;Agglomerative Mean-Shift Clustering.;24;2012
13173;678-685;epsilon-SSVR: A Smooth Support Vector Machine for epsilon-Insensitive Regression.;17;2005
13174;505-508;A Development Environment for an Object Specification Language.;7;1995
13175;1132-1145;RRW - A Robust and Reversible Watermarking Technique for Relational Data.;27;2015
13176;481-495;A Link Analysis Extension of Correspondence Analysis for Mining Relational Databases.;23;2011
13177;1378-1392;Random Walks to Identify Anomalous Free-Form Spatial Scan Windows.;20;2008
13178;786-795;Topic Models for Unsupervised Cluster Matching.;30;2018
13179;232-243;Preserving Privacy by De-Identifying Face Images.;17;2005
13180;951-964;Efficient Cache-Supported Path Planning on Roads.;28;2016
13181;246-259;A Generalized Flow-Based Method for Analysis of Implicit Relationships on Wikipedia.;25;2013
13182;1491-1505;Maximum Ambiguity-Based Sample Selection in Fuzzy Decision Tree Induction.;24;2012
13183;1357-1369;Bayesian Nonparametric Relational Topic Model through Dependent Gamma Processes.;29;2017
13184;482-492;A Unifying Framework for Detecting Outliers and Change Points from Time Series.;18;2006
13185;269-280;Organizing and Understanding Beliefs in Advice-Giving Diagnostic Systems.;3;1991
13186;487-502;The Management of Probabilistic Data.;4;1992
13187;351; Correction to a Footnote in   Theoretical and Practical Considerations of Uncertainty and Complexity in Automated Knowledge Acquisition  . ;8;1996
13188;1607-1624;Top-Down Parameter-Free Clustering of High-Dimensional Categorical Data.;19;2007
13189;894-908;Learning Functions Using Randomized Genetic Code-Like Transformations: Probabilistic Properties and Experimentations.;16;2004
13190;398-410;Cross-Domain Sentiment Classification Using Sentiment Sensitive Embeddings.;28;2016
13191;1029-1046;An Efficient Path Computation Model for Hierarchically Structured Topographical Road Maps.;14;2002
13192;785-800;Scalable Algorithms for Nearest-Neighbor Joins on Big Trajectory Data.;28;2016
13193;895-907;FBSGraph: Accelerating Asynchronous Graph Processing via Forward and Backward Sweeping.;30;2018
13194;427-440;Propositional Logic Constraint Patterns and Their Use in UML-Based Conceptual Modeling and Analysis.;19;2007
13195;509-522;An Exact Data Mining Method for Finding Center Strings and All Their Instances.;19;2007
13196;373-387;Efficient Techniques for Online Record Linkage.;23;2011
13197;1439-1443;A User-Friendly Patent Search Paradigm.;25;2013
13198;1223-1232;Introducing a Family of Linear Measures for Feature Selection in Text Categorization.;17;2005
13199;196-214;Indexing Techniques for Queries on Nested Objects.;1;1989
13200;1103-1117;Trace-Oriented Feature Analysis for Large-Scale Text Data Dimension Reduction.;23;2011
13201;2421-2434;Topology-Driven Diversity for Targeted Influence Maximization with Application to User Engagement in Social Networks.;30;2018
13202;2421-2433;A Family of Joint Sparse PCA Algorithms for Anomaly Localization in Network Data Streams.;25;2013
13203;333-339;On-Line Clustering.;8;1996
13204;921-935;Using Geodesic Space Density Gradients for Network Community Detection.;29;2017
13205;1915-1928;Planning with Spatio-Temporal Search Control Knowledge.;30;2018
13206;583-598;Product Schema Integration for Electronic Commerce - A Synonym Comparison Approach.;14;2002
13207;277-297;Global Viewing of Heterogeneous Data Sources.;13;2001
13208;964-978;Efficient Graph Similarity Search Over Large Graph Databases.;27;2015
13209;1174-1185;Toward Unsupervised Correlation Preserving Discretization.;17;2005
13210;648-661;Robust Module-Based Data Management.;25;2013
13211;1411-1428;A Survey of Web Information Extraction Systems.;18;2006
13212;921-939;Temporal Probabilistic Object Bases.;15;2003
13213;328-341;Differential Relational Calculus for Integrity Maintenance.;10;1998
13214;568-587;Efficiently Supported Temporal Granularities.;12;2000
13215;880-894;A New Dynamic Rule Activation Method for Extended Belief Rule-Based Systems.;27;2015
13216;307-323;Efficient Subgraph Isomorphism Detection: A Decomposition Approach.;12;2000
13217;26-42;Supporting Movement Pattern Queries in User-Specified Scales.;15;2003
13218;1225-1238;Efficient, Energy Conserving Transaction Processing in Wireless Data Broadcast.;18;2006
13219;1111-1124;An Energy-Efficient and Access Latency Optimized Indexing Scheme for Wireless Data Broadcast.;18;2006
13220;868-871;Guest Editors' Introduction to Part I of the Special Section on Data and Knowledge Management in Multimedia Systems.;10;1998
13221;325-336;Clustering Large Probabilistic Graphs.;25;2013
13222;1316-1331;BestPeer++: A Peer-to-Peer BasedLarge-Scale Data Processing Platform.;26;2014
13223;1111-1126;Knowledge Accumulation and Resolution of Data Inconsistencies during the Integration of Microbial Information Sources.;17;2005
13224;387-389;Comments on 'Hash-Based and Index-Based Join Algorithms for Cube and Ring Connected Multicomputers'.;3;1991
13225;934-944;Sort versus Hash Revisited.;6;1994
13226;509-525;MAgNET: Mobile Agents for Networked Electronic Trading.;11;1999
13227;2076-2089;Managing Structured and Semistructured RDF Data Using Structure Indexes.;25;2013
13228;755-768;Fast Best-Effort Search on Graphs with Multiple Attributes.;27;2015
13229;659-670;Multidimensional Declustering Schemes Using Golden Ratio and Kronecker Sequences.;15;2003
13230;507-520;Privacy-Preserving Social Media Data Publishing for Personalized Ranking-Based Recommendation.;31;2019
13231;91-104;A Hardware-Accelerated Solution for Hierarchical Index-Based Merge-Join.;31;2019
13232;571-588;Facilitating Effective User Navigation through Website Structure Improvement.;25;2013
13233;1600-1613;Multi-Output Regularized Feature Projection.;18;2006
13234;460-473;Discovering Canonical Correlations between Topical and Topological Information in Document Networks.;30;2018
13235;2390-2400;Making Digital Artifacts on the Web Verifiable and Reliable.;27;2015
13236;1280-1292;Discovering Characterizations of the Behavior of Anomalous Subpopulations.;25;2013
13237;1547-1559;Focal-Test-Based Spatial Decision Tree Learning.;27;2015
13238;3169-3190;A Review and Future Perspectives of Arabic Question Answering Systems.;28;2016
13239;440-451;Efficiently Indexing Large Sparse Graphs for Similarity Search.;24;2012
13240;207-218;Energy- and Latency-Efficient Processing of Full-Text Searches on a Wireless Broadcast Stream.;22;2010
13241;1689-1692;Editorial [2012 & 2013 Associate Editors].;25;2013
13242;1838-1860;Authenticated Subgraph Similarity Searchin Outsourced Graph Databases.;27;2015
13243;160-175;Fast Detection of XML Structural Similarity.;17;2005
13244;793-812;Hierarchical Case-Based Reasoning Integrating Case-Based and Decompositional Problem-Solving Techniques for Plant-Control Software Design.;13;2001
13245;1426-1437;Engagement and Popularity Dynamics of YouTube Videos and Sensitivity to Meta-Data.;29;2017
13246;629-643;OVID: Design and Implementation of a Video-Object Database System.;5;1993
